facet_id,facet_raw,facet_normalized,is_malformed,malformed_reason,facet_category,facet_type,conversation_observable,observability_reason,sensitivity,scoring_definition,anchor_1,anchor_3,anchor_5,abstention_reason,review_required,preprocessing_version
b35cb10291ef,737. I Ching hexagram 19 resonance level,i ching hexagram 19 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f782040f4db0,Robotics-interaction frequency,robotics-interaction frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
52110fee0594,Casual lifestyle,casual lifestyle,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e8195cdb2666,Collectedness,collectedness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5386cb15c808,Reliance on context,reliance on context,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4cd57452919b,Delegation skills,delegation skills,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
d9128228612a,767. I Ching hexagram 49 resonance level,i ching hexagram 49 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
846083ffd422,Managing emotions,managing emotions,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c016f45f92e9,Scripture memorization verses,scripture memorization verses,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4aa9d4e1f425,Conventional,conventional,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
faa2d60a0302,890. Hindu spiritual metric: Bhagavad-Gita study hours,hindu spiritual metric: bhagavad-gita study hours,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
ea3605de6311,Open-source contributions,open-source contributions,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f256ce791b68,Psychological construct: Social Conformity tendency,psychological construct: social conformity tendency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5c1ad2c7f12a,Individuality,individuality,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c4633d98995a,740. I Ching hexagram 22 resonance level,i ching hexagram 22 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
430e4219bb50,Attachment style: Secure,attachment style: secure,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
445fd489288c,Intelligence Quotient (IQ),intelligence quotient (iq),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
7a73ec46c4a8,Blog-subscriber count,blog-subscriber count,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9ff8285748df,Non-Verbal Communication Skills,non-verbal communication skills,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9e935b78f9d0,Drug-use history,drug-use history,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
19ee155ef60e,Commute time/day,commute time/day,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ba7e2c5c98d6,Decision-making speed,decision-making speed,false,,skills,skill_or_knowledge,false,"Skill evaluation requires task execution evidence, not casual self-description",ordinary,,,,,"Skill evaluation requires task execution evidence, not casual self-description",true,v1.2
74c69187f59b,Psychological construct: Excuse-Making tendency,psychological construct: excuse-making tendency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
953b49f8dbaf,Peer-to-peer lending usage,peer-to-peer lending usage,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
dccfc26c6c76,Psychological construct: Eye-Contact avoidance score,psychological construct: eye-contact avoidance score,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
907b1e7a8480,Social-cognition variable: Faux Pas Recognition accuracy,social-cognition variable: faux pas recognition accuracy,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1aa61eb92ee5,Conscientiousness (C):,conscientiousness (c),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e2e324f08759,Use of Nature as a Stress Reliever,use of nature as a stress reliever,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0b99c40031bb,Attitude toward learning,attitude toward learning,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4e48af72750b,Conscientiousness Facets:,conscientiousness facets,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
8945c7133ba0,Honesty-humility trait score,honesty-humility trait score,false,,values,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: honesty-humility trait score.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of honesty-humility trait score).","Mixed, moderate, or limited but sufficient evidence of honesty-humility trait score.",Strong and repeated linguistic evidence of the high end of honesty-humility trait score.,,false,v1.2
5351f512b7d0,Digital-nomad months,digital-nomad months,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e553eb5999c0,516. Religious coping – Negative,religious coping – negative,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3ba428c18646,Snacking Behavior,snacking behavior,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b17b924d4e42,Aura-color perception,aura-color perception,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
70f31e752291,638. Sacred text engagement: Zohar (Kabbalah) study hours,sacred text engagement: zohar (kabbalah) study hours,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f80b5324bb89,Motivational Drivers:,motivational drivers,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4d9435b4078c,Cloud-backup frequency,cloud-backup frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
395915bf5f82,Learning Style,learning style,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5364b3ac79d5,872. Islamic practice: Seerah study hours,islamic practice: seerah study hours,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c271ac2ec9e8,Safety compliance,safety compliance,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1aa59b740dcd,Sensationalism,sensationalism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
666ffe264c17,Nationality,nationality,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0a94ee943233,Drollness,drollness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a2ed52298b1d,Cooperation,cooperation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
29f2fb46e206,Breakfast-skipping frequency,breakfast-skipping frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
30cd1da6cd81,922. Sikh spiritual metric: Kirtan participation frequency,sikh spiritual metric: kirtan participation frequency,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
28f650026676,Impulsivity,impulsivity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ad9d6290d79c,Museum visits/year,museum visits/year,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f099a349b833,Choir participation years,choir participation years,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
289d8cc8bd13,Delegation Ability,delegation ability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
923dd74da23a,788. Kabbalah sephira balance: Tiferet,kabbalah sephira balance: tiferet,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3ac947b2bc24,Desire to influence others,desire to influence others,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
08816f6a596e,Vivacity,vivacity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e427f3bf32d,Genialness,genialness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0550e2ff1892,Cognitive measure: Working Memory Index,cognitive measure: working memory index,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c4c3a686ec68,Ethical practices,ethical practices,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
23bab395edbd,945. New-Age spiritual metric: Channeling sessions / year,new-age spiritual metric: channeling sessions / year,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
d717911bcc24,Civility,civility,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
f99bd16730e2,Sleep Apnea,sleep apnea,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9089126f254f,Classiness,classiness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
aeee47745741,Control over situations,control over situations,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
474aa9f300dd,Time outdoors/day (h),time outdoors/day (h),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ec11878bf729,Effeteness,effeteness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
cd04fd329bb2,Polygenic risk: cardiovascular disease,polygenic risk: cardiovascular disease,false,,health_medical,medical_or_diagnostic,false,Clinical biomarker or medical diagnosis requires objective medical evidence,high_risk,,,,,Clinical biomarker or medical diagnosis requires objective medical evidence,true,v1.2
2a69d21fed6b,Psychological construct: Identity Diffusion level,psychological construct: identity diffusion level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
94eafb144380,Learning through movement,learning through movement,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
854060e65f60,Caffeine sensitivity gene,caffeine sensitivity gene,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1b2201687345,Hatefulness,hatefulness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
9a85a5d77887,Persistence:,persistence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
40582e41b49f,Psychological construct: Perfectionistic Strivings,psychological construct: perfectionistic strivings,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
060f2928bf9c,Wake-time consistency,wake-time consistency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
445b8ff79dee,Numerical Reasoning:,numerical reasoning,false,,skills,skill_or_knowledge,false,"Skill evaluation requires task execution evidence, not casual self-description",ordinary,,,,,"Skill evaluation requires task execution evidence, not casual self-description",true,v1.2
7bf29bdda450,Social-cognition variable: Mentalizing network activation,social-cognition variable: mentalizing network activation,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ab461e2663b8,Patriotism,patriotism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
ba61efd99111,Leadership Styles:,leadership styles,false,,values,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: leadership styles.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of leadership styles).","Mixed, moderate, or limited but sufficient evidence of leadership styles.",Strong and repeated linguistic evidence of the high end of leadership styles.,,false,v1.2
56d516f8a55b,Servility,servility,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b53cf518e397,742. I Ching hexagram 24 resonance level,i ching hexagram 24 resonance level,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
957612e68bd6,Enneagram Personality Types:,enneagram personality types,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0f07a06b7304,Stress Recovery Ability,stress recovery ability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
a4c9dcd3d8b9,Troubleshooting technical issues,troubleshooting technical issues,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
49512b755ee8,Defense-mechanism tendency: Introjection,defense-mechanism tendency: introjection,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
aad594d132d5,Irritability,irritability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
774fe5fc436a,Travel-companions diversity,travel-companions diversity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1e00b5f62d2c,627. Sacred text engagement: Quran surahs memorized,sacred text engagement: quran surahs memorized,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
eed4f77fe9bf,Trust in others,trust in others,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0543b71331fc,Gamified-finance-app usage,gamified-finance-app usage,false,,finance_risk,preference_or_habit,uncertain,Risk preference requires contextual validation to be observable,sensitive,,,,,Risk preference requires contextual validation to be observable,true,v1.2
a9383b5f2745,823. Buddhist practice: Eightfold Path – Right Intention level,buddhist practice: eightfold path – right intention level,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
0b3703da3844,Caffeine intake (mg/day),caffeine intake (mg/day),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
bc46e4ad65b3,Comfort with Vulnerability,comfort with vulnerability,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
0bd026c9f4fe,Anticipativeness,anticipativeness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
19a0048a6480,Additional Common Parameters and Their End Points:,additional common parameters and their end points,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c7e3bf235a75,Avoiding:,avoiding,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c7f1353b9beb,Home-security-system presence,home-security-system presence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
759f7ede7864,HEXACO domain: Honesty-Humility,hexaco domain: honesty-humility,false,,values,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: hexaco domain: honesty-humility.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of hexaco domain: honesty-humility).","Mixed, moderate, or limited but sufficient evidence of hexaco domain: honesty-humility.",Strong and repeated linguistic evidence of the high end of hexaco domain: honesty-humility.,,false,v1.2
fb26ccb44d2c,Eating Habits (Home-Cooked vs. Eating Out),eating habits (home-cooked vs. eating out),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
201b1bd3c45d,Decision-Making Confidence,decision-making confidence,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
5fb7fc31da33,Alignment with societal roles,alignment with societal roles,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4e7671d2c1a2,Connectedness: Belief in interconnections,connectedness: belief in interconnections,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e1eaab34e9ce,Quirkiness,quirkiness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
c2290107892b,Creative resilience,creative resilience,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b221c7e34590,Rapid cognitive processing,rapid cognitive processing,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e4e9a7c9da53,Cordiality,cordiality,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
e65b82e11d3a,Types of Mindfulness Techniques Used,types of mindfulness techniques used,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
6dab4008ec7b,Economic reasoning,economic reasoning,false,,skills,skill_or_knowledge,false,"Skill evaluation requires task execution evidence, not casual self-description",ordinary,,,,,"Skill evaluation requires task execution evidence, not casual self-description",true,v1.2
1f52eb5951ff,Conformity,conformity,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
b719b924c903,Pet-enrichment activities count,pet-enrichment activities count,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4292eaed25e3,Aestheticism,aestheticism,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
60cdf262775e,Type of Support Preferred (Emotional vs. Practical),type of support preferred (emotional vs. practical),false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1a46fc1d7d41,Mental Arithmetic Speed,mental arithmetic speed,false,,skills,skill_or_knowledge,false,"Skill evaluation requires task execution evidence, not casual self-description",ordinary,,,,,"Skill evaluation requires task execution evidence, not casual self-description",true,v1.2
3d409a27d45a,Patience: Resistance to anger,patience: resistance to anger,false,,emotional_regulation,conversational_trait,true,Direct linguistic evidence possible in short conversation,ordinary,Measures the conversational expression of the trait: patience: resistance to anger.,"Strong linguistic evidence of the low end (e.g., explicitly demonstrating the opposite of patience: resistance to anger).","Mixed, moderate, or limited but sufficient evidence of patience: resistance to anger.",Strong and repeated linguistic evidence of the high end of patience: resistance to anger.,,false,v1.2
77947f300bbf,Flawlessness,flawlessness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
8c2c8e0f63a5,Self-Efficacy,self-efficacy,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3893932192bd,Computer Skills:,computer skills,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
3133c78e5967,899. Jewish spiritual metric: Shabbat candle-lighting consistency,jewish spiritual metric: shabbat candle-lighting consistency,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
d99fc7a08080,Spelling Accuracy,spelling accuracy,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
4b9939d211be,793. Sufi practice: Dhikr repetitions / day,sufi practice: dhikr repetitions / day,false,,religion_culture,religious_or_cultural_practice,false,Religious or cultural practice requires external or self-reported history observation,sensitive,,,,,Religious or cultural practice requires external or self-reported history observation,true,v1.2
8cd1a3d143de,Peacefulness,peacefulness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
159cbc69a2ea,Doggedness,doggedness,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
1a66f5c2100a,Decency,decency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
93b72430615c,Processed-food frequency,processed-food frequency,false,,unclear,unclear_or_malformed,uncertain,No explicit rule matched,ordinary,,,,,Classification uncertain; requires human review,true,v1.2
